CheckingAcctStat,Duration,CreditHistory,Purpose,CreditAmount,Savings,Employment,InstallmentRatePecnt,SexAndStatus,OtherDetorsGuarantors,PresentResidenceTime,Property,Age,OtherInstalments,Housing,ExistingCreditsAtBank,Job,NumberDependents,Telephone,ForeignWorker,CreditStatus
A14,0.302852281,A32,A49,0.432311985,A61,A71,0.719453571,A93,A101,0.333333333,A123,0.38481235,A143,A152,0.247930911,A174,0,A192,A201,1
A14,0.310964132,A32,A49,0.157392572,A61,A71,0.810761261,A92,A101,0.333333333,A123,0.260880513,A141,A151,0.27778661,A174,0,A192,A201,1
A11,0.470588235,A33,A46,0.279437795,A61,A73,1,A93,A101,0.487520384,A122,0.298404629,A141,A153,0,A173,0,A192,A201,1
A11,0.470588235,A33,A46,0.17576536,A61,A73,1,A92,A101,0.697814275,A122,0.188242996,A142,A152,0,A173,0,A192,A201,1
A12,0.355852721,A32,A41,0.318668527,A61,A73,0,A94,A101,0.641707435,A123,0.085818536,A143,A151,0.247930911,A174,0,A192,A201,1
A12,0.358556671,A32,A41,0.584165533,A61,A72,0,A94,A101,1,A123,0.154669556,A143,A151,0,A174,0,A192,A201,1
A12,0.232382573,A32,A43,0.116280537,A61,A72,0,A94,A101,0.179146282,A123,0.056449421,A142,A152,0,A173,0,A191,A201,1
A12,0.229678623,A32,A43,0.089525768,A61,A72,0,A94,A101,0,A121,0.070219625,A143,A151,0,A173,0,A191,A201,1
A12,0.086779522,A31,A46,0.053737215,A64,A72,1,A92,A101,0.512479616,A124,0.104264864,A143,A151,0.247930911,A173,0.934023514,A191,A201,1
A12,0.085427547,A34,A46,0.10485742,A64,A72,1,A92,A101,0.364480941,A122,0.09049466,A141,A151,0,A173,0.143862594,A191,A201,1
A14,0.309551416,A32,A40,0.065067185,A61,A73,0.719453571,A92,A101,0.845812949,A122,0.095630886,A143,A151,0,A173,0,A191,A201,1
A14,0.310227403,A32,A40,0.08283986,A61,A73,0.810761261,A92,A101,0.697814275,A121,0.040550069,A143,A151,0,A173,0,A191,A201,1
A11,0.18374945,A32,A40,0.404255504,A65,A71,0,A93,A101,1,A124,0.111720471,A142,A152,0,A171,0,A192,A201,1
A12,0.190509325,A32,A40,0.748890809,A65,A73,0,A93,A101,0.937704784,A124,0.304503328,A143,A153,0,A171,0,A192,A201,1
A11,0.163948364,A30,A40,0.230951151,A65,A73,0.052786904,A92,A101,0.641707435,A121,0.133633979,A142,A152,0.085402422,A173,0,A192,A201,1
A14,0.165976327,A34,A40,0.126334822,A65,A73,0.144094595,A92,A101,0.937704784,A122,0.174944591,A141,A152,0.055546723,A173,0,A192,A201,1
A11,0.232382573,A32,A40,0.049852738,A65,A73,0.894426191,A94,A101,0.333333333,A123,0.026491121,A141,A152,0,A173,0,A191,A201,1
A11,0.229678623,A32,A40,0.114107586,A65,A73,0.711810811,A92,A101,0.395628549,A123,0.067801734,A143,A152,0,A173,0,A191,A201,1
A11,0.708793898,A32,A49,0.241489213,A61,A72,0.947213096,A93,A101,0.462561153,A124,0.123821628,A143,A151,0,A173,0,A191,A201,1
A11,0.711497848,A33,A49,0.276031859,A61,A75,0.855905405,A93,A102,1,A124,0.289064077,A143,A151,0,A173,0,A191,A201,1
A12,0.232382573,A32,A40,0.095397924,A61,A75,1,A93,A102,0.691625898,A123,0.40960385,A143,A152,0,A173,0,A191,A201,1
A11,0.229678623,A32,A40,0.085717142,A61,A74,1,A93,A101,0.302185725,A121,0.147969973,A143,A152,0.27778661,A173,0,A191,A201,1
A11,0.470588235,A32,A41,0.29145332,A61,A75,0.438907142,A93,A101,0.333333333,A122,0.3646664,A143,A152,0,A173,1,A191,A201,1
A11,0.470588235,A32,A41,0.260259559,A61,A73,0.621522523,A92,A101,0.333333333,A122,0.144343135,A143,A152,0,A173,1,A191,A201,1
A11,0.417587795,A32,A49,0.113773031,A65,A73,1,A91,A101,0.333333333,A121,0.294348264,A143,A152,0,A173,0,A191,A201,1
A14,0.422995696,A34,A49,0.106930732,A65,A73,1,A92,A101,0.333333333,A121,0.335658876,A141,A152,0,A173,0,A191,A201,1
A12,0.331684319,A32,A43,0.113902116,A61,A73,1,A93,A101,0.691625898,A121,0.113488029,A143,A152,0,A173,0,A191,A201,1
A14,0.325600431,A32,A43,0.169683038,A61,A74,1,A93,A101,0.333333333,A123,0.058407212,A143,A152,0.27778661,A173,0,A191,A201,1
A11,0.234566231,A32,A44,0.038856931,A61,A73,0.947213096,A94,A101,0.666666667,A123,0.1704587,A143,A152,0.247930911,A173,0,A192,A201,1
A11,0.233890244,A32,A44,0.07630687,A61,A73,0.855905405,A94,A101,0.635519059,A121,0.473403189,A143,A152,0,A173,0,A192,A201,1
A11,0.267617427,A32,A40,0.068374707,A61,A75,0.947213096,A92,A103,0.333333333,A122,0.179160614,A143,A152,0.247930911,A173,0,A191,A201,1
A12,0.270321377,A32,A40,0.063654508,A61,A73,0.855905405,A92,A103,0.364480941,A124,0.09653939,A141,A152,0,A173,0,A191,A201,1
A12,0.175014816,A30,A42,0.119003739,A61,A72,0.841639287,A92,A101,0.666666667,A122,0.122122007,A143,A151,0.085402422,A173,0,A191,A201,1
A12,0.173662841,A32,A42,0.155028998,A61,A72,0.567716216,A92,A101,0.697814275,A122,0.108351803,A143,A151,0.055546723,A173,0,A191,A201,1
A12,0.600757518,A34,A43,0.358806054,A61,A74,0.438907142,A93,A101,0.333333333,A121,0.152080307,A141,A152,0.333333333,A173,0,A191,A201,1
A12,0.598729555,A34,A43,0.187668666,A61,A74,0.621522523,A93,A103,0.395628549,A121,0.110769695,A143,A152,0.055546723,A173,0,A191,A201,1
A11,0.406669503,A34,A40,0.033659078,A61,A74,0.613879762,A93,A103,0.666666667,A123,0.121532821,A141,A152,0.333333333,A173,0,A191,A201,1
A12,0.40193759,A34,A40,0.189259727,A61,A75,0.522572072,A93,A103,0.635519059,A121,0.190383842,A141,A152,0.333333333,A173,0,A191,A201,1
A11,0.175014816,A34,A40,0.143743843,A61,A73,0.613879762,A92,A101,0.154187051,A121,0.103675678,A143,A152,0.085402422,A173,0,A191,A201,1
A11,0.173662841,A32,A40,0.167222377,A61,A73,0.522572072,A93,A102,0.333333333,A121,0.172526699,A143,A152,0.055546723,A173,0,A191,A201,1
A12,0.302852281,A34,A40,0.609717354,A63,A73,0.333333333,A93,A101,0.691625898,A124,0.176803871,A143,A152,0,A173,0,A191,A201,1
A14,0.310964132,A33,A40,0.216756271,A63,A73,0.333333333,A93,A101,0.333333333,A124,0.424667544,A141,A153,0,A173,0,A191,A201,1
A11,0.294117647,A32,A40,0.172144366,A61,A72,0.666666667,A92,A101,0.641707435,A121,0.092752893,A143,A152,0,A172,0,A192,A201,1
A12,0.294117647,A32,A40,0.084853532,A61,A73,0.666666667,A92,A101,1,A122,0.023901873,A143,A151,0,A172,0,A192,A201,1
A14,0.091146839,A32,A45,0.171294505,A61,A72,1,A92,A101,1,A121,0.071428571,A143,A152,0,A173,0,A191,A201,1
A14,0.093850789,A32,A45,0.037276431,A61,A72,1,A92,A101,1,A121,0.071428571,A143,A152,0,A173,0,A191,A201,1
A12,0.247816342,A33,A45,0.061620057,A64,A72,0.719453571,A94,A101,0.487520384,A123,0.55527105,A143,A152,0.085402422,A173,0,A191,A201,1
A12,0.245788379,A32,A45,0.05119988,A64,A73,0.810761261,A94,A101,0.697814275,A122,0.734283703,A142,A152,0.055546723,A173,0,A191,A201,1
A11,0.175014816,A32,A43,0.042500931,A62,A73,1,A94,A101,0.487520384,A123,0.4597081,A143,A152,0,A172,0,A192,A201,1
A11,0.173662841,A32,A43,0.044561019,A62,A72,1,A92,A101,0.666666667,A124,0.266925243,A143,A152,0,A172,0,A192,A201,1
A12,0.320617867,A34,A42,0.092153976,A61,A74,0.333333333,A93,A101,0.333333333,A121,0.483910415,A142,A152,0.085402422,A173,0,A191,A201,1
A12,0.317913917,A32,A42,0.333710415,A61,A72,0.333333333,A93,A101,0.333333333,A121,0.236046741,A143,A152,0.055546723,A173,0,A191,A201,1
A12,0.470588235,A32,A42,0.221683846,A61,A71,1,A92,A101,0.512479616,A123,0.130755986,A143,A152,0.247930911,A174,0,A192,A201,1
A14,0.470588235,A33,A42,0.455518003,A61,A73,1,A92,A101,0.333333333,A123,0.158296394,A143,A152,0,A174,0,A192,A201,1
A11,0.179382133,A34,A40,0.134427885,A61,A75,1,A93,A101,0.641707435,A123,0.357664107,A143,A152,0.333333333,A173,0,A191,A201,1
A11,0.182086083,A33,A40,0.033229934,A61,A75,1,A93,A101,0.968852392,A123,0.701919209,A143,A152,0.055546723,A173,0,A191,A201,1
A11,0.117647059,A32,A42,0.286624997,A61,A75,0.947213096,A93,A101,0.641707435,A124,0.337518157,A143,A153,0,A173,0,A192,A201,1
A11,0.117647059,A32,A42,0.251593557,A61,A75,0.855905405,A93,A101,1,A124,0.58538183,A143,A153,0,A173,0,A192,A201,1
A13,0.150698254,A32,A43,0.202735184,A62,A74,0.438907142,A93,A101,0.641707435,A123,0.079473364,A143,A152,0.085402422,A173,0,A191,A201,1
A14,0.154078192,A32,A43,0.105385832,A62,A75,0.621522523,A93,A101,0.937704784,A123,0.203405201,A143,A152,0.055546723,A173,0,A191,A201,1
A11,0.355852721,A32,A40,0.247071968,A61,A74,0.333333333,A93,A102,0.179146282,A123,0.194139764,A143,A152,0,A173,0,A192,A201,1
A11,0.358556671,A32,A40,0.329891248,A61,A74,0.333333333,A93,A101,0.062295216,A123,0.097748336,A143,A152,0,A173,0,A192,A201,1
A11,0.408853161,A32,A42,0.104824537,A61,A72,1,A92,A102,1,A123,0.071428571,A143,A151,0.247930911,A172,0,A192,A201,1
A11,0.406149211,A32,A42,0.276134739,A61,A72,1,A92,A101,1,A121,0.071428571,A143,A151,0,A172,0,A192,A201,1
A11,0.23674989,A31,A40,0.242022731,A61,A71,0.052786904,A92,A101,1,A121,0.568029329,A143,A153,0.581264245,A171,0.065976486,A191,A201,1
A11,0.238101865,A32,A40,0.051775181,A61,A71,0.144094595,A92,A102,1,A124,0.210004023,A143,A151,0.055546723,A171,0.856137406,A191,A201,1
A11,0.193409515,A32,A40,0.060389529,A62,A75,0.052786904,A92,A101,1,A124,0.383044793,A143,A152,0,A173,1,A191,A201,1
A13,0.190930894,A32,A40,0.052529819,A62,A75,0.144094595,A93,A101,1,A124,0.506976629,A143,A153,0.27778661,A173,1,A191,A201,1
A11,0.3845366,A30,A49,0.266853876,A61,A75,0.894426191,A93,A101,1,A121,0.46539615,A143,A153,0.247930911,A174,0,A192,A201,1
A12,0.386564562,A33,A49,0.331609944,A61,A75,0.711810811,A93,A101,1,A124,0.727030027,A143,A153,0,A174,0,A192,A201,1
A12,0.150698254,A32,A43,0.125537348,A62,A72,0.719453571,A94,A101,0.154187051,A121,0.053571429,A143,A152,0,A173,0,A192,A201,1
A12,0.154078192,A32,A43,0.103227138,A62,A72,0.810761261,A94,A101,0.333333333,A123,0.053571429,A143,A151,0,A173,0,A192,A201,1
A11,0.23674989,A32,A43,0.13080914,A61,A73,0.333333333,A93,A101,0.641707435,A121,0.230443236,A143,A152,0,A172,1,A191,A201,1
A11,0.238101865,A32,A43,0.128355733,A61,A73,0.333333333,A92,A101,0.906557176,A121,0.051430583,A143,A151,0,A172,1,A191,A201,1
A12,0.355852721,A32,A40,0.082560191,A61,A72,0.947213096,A92,A101,0.641707435,A123,0.133044793,A143,A152,0,A172,0,A192,A201,1
A11,0.358556671,A32,A40,0.069395064,A61,A72,0.855905405,A92,A101,1,A123,0.256976629,A143,A152,0,A172,0,A192,A201,1
A11,0.501455772,A33,A43,0.339718518,A61,A73,0.719453571,A93,A101,0.333333333,A122,0.16993745,A143,A152,0.085402422,A173,0.934023514,A192,A201,1
A11,0.502807747,A32,A43,0.320775407,A61,A74,0.810761261,A93,A101,0.364480941,A122,0.128626838,A141,A152,0.055546723,A173,0.143862594,A192,A201,1
A11,0.408853161,A32,A40,0.226164253,A61,A74,0.333333333,A93,A101,0.487520384,A122,0.109431664,A143,A152,0,A173,0,A192,A201,1
A11,0.406149211,A34,A40,0.417770246,A61,A74,0.333333333,A92,A102,0.604371451,A122,0.205823093,A143,A152,0,A173,0,A192,A201,1
A11,0.302852281,A34,A41,0.34938914,A61,A75,0.947213096,A93,A101,1,A124,0.317372207,A143,A153,0.085402422,A173,0,A192,A201,1
A11,0.310964132,A30,A41,0.224523591,A61,A75,0.855905405,A93,A101,1,A124,0.468844452,A143,A153,0.333333333,A173,0,A192,A201,1
A12,0.258882793,A33,A40,0.21797932,A61,A75,1,A93,A101,0.641707435,A124,0.78460385,A143,A152,0,A174,0,A192,A201,1
A12,0.253474893,A32,A40,0.078894218,A61,A71,1,A93,A101,1,A122,0.522969973,A143,A152,0,A174,0,A192,A201,1
A14,0.616191287,A32,A43,0.268958565,A65,A73,0.947213096,A92,A101,0.487520384,A123,0.211407721,A143,A152,0,A173,0,A192,A201,1
A11,0.614839311,A32,A43,0.365434988,A65,A74,0.855905405,A92,A101,0.635519059,A123,0.197637517,A143,A152,0,A173,0,A192,A201,1
A12,0.148514596,A34,A40,0.039922476,A61,A75,1,A93,A101,0.820853718,A123,0.378467179,A143,A152,0,A172,1,A192,A201,1
A12,0.149866571,A32,A40,0.035034509,A61,A75,1,A93,A101,1,A123,0.309616158,A141,A152,0.27778661,A172,1,A192,A201,1
A11,0.219132463,A32,A40,0.128579196,A61,A73,0.666666667,A92,A101,0.333333333,A123,0.118654828,A143,A152,0.247930911,A173,0,A192,A201,1
A11,0.217780488,A32,A40,0.124693992,A61,A73,0.666666667,A92,A101,0.333333333,A122,0.173735645,A143,A152,0,A173,0,A192,A201,1
A11,0.417587795,A32,A40,0.129645134,A61,A73,0.947213096,A93,A101,1,A124,0.586996907,A143,A153,0.247930911,A173,1,A191,A201,1
A11,0.422995696,A30,A40,0.237639103,A61,A74,0.855905405,A93,A101,1,A124,0.490605479,A143,A153,0.27778661,A173,1,A191,A201,1
A14,0.117647059,A32,A46,0.079080331,A61,A75,1,A93,A101,1,A123,0.392857143,A143,A152,0,A172,1,A191,A201,1
A14,0.117647059,A32,A46,0.032122811,A61,A75,1,A93,A101,1,A123,0.392857143,A141,A152,0.27778661,A172,1,A191,A201,1
A11,0.26325011,A34,A45,0.051810104,A61,A73,0.386120238,A92,A101,1,A124,0.612898843,A143,A153,0.418735755,A173,1,A191,A201,1
A11,0.261898135,A31,A45,0.189269627,A61,A71,0.477427928,A92,A101,1,A124,0.640439251,A143,A153,0.388880056,A173,1,A191,A201,1
A11,0.21024967,A32,A42,0.250592994,A65,A75,1,A93,A101,0.641707435,A123,0.274202314,A143,A152,0.247930911,A173,0,A191,A201,1
A11,0.214305595,A32,A42,0.124127843,A65,A75,1,A93,A101,0.968852392,A122,0.219121498,A143,A152,0,A173,0,A191,A201,1
A11,0.470588235,A32,A46,0.132225869,A61,A73,1,A93,A101,1,A124,0.201595371,A143,A152,0,A173,0,A192,A201,1
A14,0.470588235,A32,A46,0.275758796,A61,A73,1,A93,A101,0.968852392,A124,0.311757004,A142,A153,0,A173,0,A192,A201,1
A12,0.408853161,A34,A49,0.154863259,A61,A72,1,A91,A101,0.820853718,A121,0.154369114,A143,A152,0.333333333,A173,0,A192,A201,1
A12,0.406149211,A33,A49,0.125793519,A61,A75,1,A91,A101,1,A121,0.209449931,A143,A152,0.055546723,A173,0,A192,A201,1
A14,0.461853602,A34,A49,0.175941801,A61,A71,0.947213096,A93,A101,0.333333333,A123,0.275901936,A143,A151,0.085402422,A174,0,A192,A201,1
A14,0.453741751,A32,A49,0.207744437,A61,A71,0.855905405,A93,A101,0.333333333,A123,0.399833772,A142,A152,0.333333333,A174,0,A192,A201,1
A11,0.362551856,A30,A40,0.14556292,A61,A75,1,A93,A101,0.845812949,A122,0.38481235,A143,A152,0.085402422,A173,1,A191,A201,1
A11,0.357819943,A34,A40,0.131809572,A61,A75,1,A93,A101,0.635519059,A123,0.260880513,A143,A151,0.333333333,A173,1,A191,A201,1
A11,0.294117647,A31,A43,0.251107542,A61,A74,0.947213096,A93,A101,1,A123,0.134223164,A141,A152,0,A173,0,A191,A201,1
A11,0.294117647,A31,A43,0.14628894,A61,A74,0.855905405,A92,A103,1,A123,0.092912552,A141,A151,0,A173,0,A191,A201,1
A11,0.355852721,A31,A42,0.088604407,A61,A74,0.947213096,A93,A101,1,A123,0.154369114,A143,A152,0,A173,0,A191,A201,1
A11,0.358556671,A32,A42,0.167464924,A61,A75,0.855905405,A93,A101,1,A123,0.209449931,A141,A152,0.27778661,A173,0,A191,A201,1
A11,0.347118087,A34,A40,0.032639525,A63,A73,1,A94,A101,0.333333333,A121,0.115776836,A143,A152,0.418735755,A173,0,A192,A201,1
A13,0.341710187,A34,A40,0.296410684,A63,A74,1,A93,A101,0.333333333,A121,0.157087448,A143,A152,0.111093446,A173,0,A192,A201,1
A12,0.408853161,A32,A41,0.404212472,A61,A72,0,A92,A101,1,A123,0.146324322,A143,A151,0.085402422,A174,0,A191,A201,1
A12,0.406149211,A34,A41,0.541508507,A61,A73,0,A92,A101,1,A123,0.077473301,A143,A151,0.055546723,A174,0,A191,A201,1
A12,0.523588676,A34,A410,0.40814173,A61,A73,0.333333333,A93,A101,0.487520384,A123,0.222330507,A143,A152,0.085402422,A174,0.934023514,A192,A201,1
A12,0.518180775,A30,A410,0.387383057,A61,A73,0.333333333,A93,A102,0.666666667,A123,0.346262344,A143,A152,0.055546723,A174,0.143862594,A192,A201,1
A12,0.861096083,A32,A43,0.153870141,A62,A73,0.894426191,A93,A101,1,A122,0.080651736,A143,A152,0,A173,0,A191,A201,1
A12,0.855012195,A32,A43,0.248855446,A62,A73,0.711810811,A93,A103,0.937704784,A122,0.039341124,A143,A151,0.27778661,A173,0,A191,A201,1
A11,0.332362818,A32,A43,0.217163585,A62,A73,0.947213096,A92,A101,0.333333333,A121,0.426871807,A143,A152,0,A172,0,A191,A201,1
A11,0.331461502,A32,A43,0.158599385,A62,A73,0.855905405,A92,A101,0.333333333,A123,0.247859154,A143,A152,0,A172,0,A191,A201,1
A12,0.340418953,A34,A42,0.245669808,A63,A73,0.052786904,A92,A101,0.820853718,A121,0.026491121,A143,A152,0.085402422,A173,0,A191,A201,1
A11,0.342446915,A32,A42,0.17377092,A63,A73,0.144094595,A92,A101,1,A123,0.067801734,A143,A152,0.055546723,A173,0,A191,A201,1
A12,0.413220478,A34,A40,0.095282759,A61,A71,1,A91,A101,0.641707435,A121,0.157836293,A143,A152,0.333333333,A174,0,A191,A201,1
A12,0.414572453,A34,A40,0.231638902,A61,A72,1,A94,A101,0.937704784,A123,0.144066089,A143,A152,0.055546723,A174,0,A191,A201,1
A13,0.470588235,A33,A43,0.140261489,A61,A73,1,A93,A101,0.333333333,A123,0.1549583,A143,A152,0.085402422,A174,0,A192,A201,1
A14,0.470588235,A32,A43,0.190176694,A61,A73,1,A93,A101,0.333333333,A123,0.127417892,A143,A152,0.333333333,A174,0,A192,A201,1
A11,0.294117647,A33,A40,0.135679937,A61,A73,0.947213096,A93,A101,0.691625898,A123,0.578362929,A143,A153,0.333333333,A173,1,A191,A201,1
A11,0.294117647,A30,A40,0.191793099,A61,A71,0.855905405,A93,A101,0.395628549,A121,0.440660888,A143,A153,0.055546723,A173,1,A191,A201,1
A11,0.179382133,A32,A42,0.113978079,A61,A75,1,A93,A101,0.333333333,A122,0.566850957,A143,A153,0,A174,0,A192,A201,1
A11,0.182086083,A32,A42,0.339242301,A61,A75,1,A93,A101,0.395628549,A122,0.3740681,A143,A151,0,A174,0,A192,A201,1
A11,0.360220038,A30,A49,0.20030306,A62,A74,1,A93,A101,1,A123,0.237898843,A143,A153,0.247930911,A172,1,A191,A201,1
A12,0.366979914,A30,A49,0.107975463,A62,A74,1,A93,A101,1,A124,0.265439251,A143,A153,0,A172,1,A191,A201,1
A14,0.294117647,A32,A40,0.096797415,A65,A74,1,A92,A101,0.820853718,A122,0.211996907,A143,A151,0,A173,0,A191,A201,1
A11,0.294117647,A32,A40,0.0584671,A65,A73,1,A92,A101,1,A121,0.115605479,A143,A151,0,A173,0,A191,A201,1
A11,0.117647059,A32,A42,0.153035021,A61,A73,1,A93,A101,0.333333333,A121,0.216574521,A143,A152,0,A173,0,A191,A201,1
A12,0.117647059,A32,A42,0.04404486,A61,A73,1,A93,A101,0.333333333,A122,0.31296595,A143,A152,0,A173,0,A191,A201,1
A11,0.331684319,A32,A43,0.227149157,A61,A73,1,A92,A101,0.333333333,A123,0.353154429,A143,A152,0,A173,0,A192,A201,1
A12,0.325600431,A32,A43,0.157896131,A61,A72,1,A92,A101,0.302185725,A123,0.077750347,A143,A152,0,A173,0,A192,A201,1
A12,0.301495281,A32,A40,0.051047196,A61,A73,0.105573809,A92,A101,0.691625898,A123,0.400969872,A143,A152,0,A172,0,A191,A201,1
A11,0.29924199,A32,A40,0.153199509,A61,A72,0.288189189,A92,A101,0.333333333,A123,0.098025382,A143,A152,0,A172,0,A191,A201,1
A14,0.474955552,A34,A41,0.317414481,A62,A73,0.438907142,A92,A101,1,A123,0.119244014,A143,A151,0.333333333,A172,0,A191,A201,1
A14,0.479011478,A32,A41,0.350742383,A62,A73,0.621522523,A92,A101,1,A123,0.091703606,A141,A151,0.055546723,A172,0,A191,A201,1
A11,0.150698254,A32,A42,0.362180878,A61,A72,0.719453571,A91,A101,0.308374102,A123,0.114009278,A143,A152,0,A173,0,A192,A201,1
A12,0.154078192,A32,A42,0.120256158,A61,A74,0.810761261,A93,A101,0.635519059,A123,0.403183564,A143,A152,0,A173,0,A192,A201,1
A12,0.417587795,A32,A43,0.457769016,A64,A74,0.052786904,A93,A102,0.154187051,A124,0.202773743,A143,A152,0.085402422,A173,0,A192,A201,1
A12,0.422995696,A32,A43,0.359714092,A64,A74,0.144094595,A93,A102,0.364480941,A124,0.147692927,A141,A152,0.055546723,A173,0,A192,A201,1
A11,0.232382573,A32,A40,0.137864,A63,A73,0.438907142,A92,A101,0.333333333,A121,0.25981235,A143,A152,0,A173,0,A191,A201,1
A14,0.229678623,A32,A40,0.062319993,A63,A73,0.621522523,A92,A101,0.333333333,A122,0.135880513,A143,A152,0,A173,0,A191,A201,1
A11,0.492721139,A31,A40,0.165986265,A61,A74,1,A93,A101,1,A124,0.441850957,A143,A153,0.085402422,A173,1,A191,A201,1
A11,0.485961263,A30,A40,0.158619574,A61,A74,1,A93,A101,1,A124,0.2490681,A143,A153,0.333333333,A173,1,A191,A201,1
A12,0.539022444,A32,A49,0.105715376,A61,A73,0.894426191,A93,A101,0.333333333,A123,0.138800778,A143,A152,0,A173,0.934023514,A192,A201,1
A12,0.534290531,A32,A49,0.594344553,A61,A73,0.711810811,A93,A101,0.333333333,A123,0.290273023,A143,A152,0,A173,0.143862594,A192,A201,1
A11,0.355852721,A34,A42,0.288393782,A61,A72,1,A92,A101,1,A123,0.071428571,A143,A151,0.085402422,A172,0,A192,A201,1
A11,0.358556671,A32,A42,0.217042327,A61,A72,1,A93,A102,1,A124,0.071428571,A143,A151,0.333333333,A172,0,A192,A201,1
A14,0.362551856,A32,A46,0.235932442,A62,A73,0.719453571,A93,A101,0.333333333,A122,0.1952502,A143,A152,0,A174,0,A192,A201,1
A14,0.357819943,A32,A46,0.193000159,A62,A73,0.810761261,A93,A101,0.333333333,A122,0.360492649,A143,A152,0.27778661,A174,0,A192,A201,1
A12,0.117647059,A32,A40,0.089109668,A61,A74,1,A93,A101,0.179146282,A123,0.14514595,A143,A152,0,A173,0.934023514,A191,A201,1
A11,0.117647059,A32,A40,0.060123951,A61,A72,1,A93,A101,0.031147608,A121,0.241537378,A143,A152,0,A173,0.143862594,A191,A201,1
A12,0.179382133,A32,A43,0.087630185,A61,A72,0,A94,A101,0.179146282,A123,0.068550579,A143,A151,0,A173,0,A192,A201,1
A12,0.182086083,A32,A43,0.079561939,A61,A72,0,A92,A101,0,A122,0.054780375,A143,A152,0,A173,0,A192,A201,1
A12,0.42428693,A30,A49,0.580352761,A61,A75,0.438907142,A92,A101,1,A124,0.695318136,A141,A153,0.085402422,A174,0,A192,A201,1
A12,0.422258967,A31,A49,0.206026239,A61,A75,0.621522523,A92,A101,1,A124,0.433684259,A143,A153,0.055546723,A174,0,A192,A201,1
A12,0.470588235,A32,A42,0.417920929,A61,A73,1,A92,A101,0.512479616,A123,0.1549583,A143,A152,0.085402422,A174,0,A192,A201,1
A14,0.470588235,A33,A42,0.305074051,A61,A71,1,A92,A101,0.333333333,A123,0.127417892,A143,A152,0.055546723,A174,0,A192,A201,1
A12,0.07571307,A31,A40,0.197944528,A62,A71,0,A93,A101,0.691625898,A124,0.103086493,A143,A152,0,A171,0.934023514,A192,A201,1
A12,0.077741033,A31,A40,0.651145998,A62,A71,0,A93,A101,0.333333333,A122,0.254558737,A143,A152,0,A171,0.143862594,A192,A201,1
A12,0.388903917,A32,A43,0.310846399,A61,A73,0.105573809,A94,A101,0.179146282,A123,0.133044793,A143,A152,0.333333333,A173,0,A192,A201,1
A11,0.394987805,A32,A43,0.178339817,A61,A74,0.288189189,A93,A103,0.031147608,A121,0.256976629,A143,A152,0.333333333,A173,0,A192,A201,1
A12,0.086779522,A32,A40,0.561452121,A65,A71,0.052786904,A93,A101,0.333333333,A124,0.505823922,A143,A152,0,A174,0,A192,A201,1
A12,0.085427547,A32,A40,0.484845601,A65,A71,0.144094595,A93,A101,0.302185725,A122,0.106488004,A143,A152,0,A174,0,A192,A201,1
A11,0.117647059,A31,A40,0.058129935,A61,A73,1,A93,A101,0.691625898,A123,0.512101157,A141,A152,0.333333333,A173,0,A192,A201,1
A11,0.117647059,A31,A40,0.038985724,A61,A72,1,A92,A101,0.395628549,A123,0.484560749,A141,A152,0.055546723,A173,0,A192,A201,1
A11,0.302852281,A32,A40,0.301162487,A61,A75,1,A93,A101,1,A124,0.575484936,A143,A153,0,A174,0,A191,A201,1
A11,0.310964132,A32,A40,0.417205214,A61,A75,1,A93,A101,1,A124,0.424012691,A141,A153,0,A174,0,A191,A201,1
A14,0.159581047,A32,A42,0.172246737,A61,A71,0.386120238,A92,A102,0.691625898,A121,0.04493745,A143,A151,0.085402422,A173,0,A191,A201,1
A14,0.157553085,A32,A42,0.037368702,A61,A72,0.477427928,A92,A102,0.395628549,A123,0.003626838,A143,A151,0.055546723,A173,0,A191,A201,1
A12,0.347118087,A32,A45,0.039152519,A61,A73,1,A93,A101,0.333333333,A122,0.136511971,A143,A152,0,A173,0,A191,A201,1
A12,0.341710187,A32,A45,0.154877497,A61,A73,1,A94,A101,0.333333333,A123,0.191592788,A143,A152,0,A173,0,A191,A201,1
A11,0.175014816,A31,A43,0.134978374,A61,A73,1,A91,A101,0.179146282,A123,0.717820829,A143,A153,0.247930911,A173,0,A191,A201,1
A11,0.173662841,A34,A43,0.121346961,A61,A73,1,A92,A101,0.093442824,A124,0.222093483,A143,A153,0,A173,0,A191,A201,1
A11,0.060279302,A32,A44,0.045760713,A62,A72,1,A92,A101,0.487520384,A122,0.068550579,A143,A152,0,A173,0,A191,A201,1
A11,0.061631277,A32,A44,0.016065154,A62,A71,1,A92,A101,0.697814275,A122,0.054780375,A143,A152,0,A173,0,A191,A201,1
