ID,age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,income
100231,35, Private,538583, 11th,7, Separated, Transport-moving, Not-in-family, Black, Male,3674,0,40, United-States, <=50K
100232,41, Private,130408, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,38, United-States, <=50K
100233,25, Private,159732, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
100234,33, Private,110978, Some-college,10, Divorced, Craft-repair, Other-relative, Other, Female,0,0,40, United-States, <=50K
100235,28, Private,76714, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States, >50K
100236,59, State-gov,268700, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
100237,40, State-gov,170525, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
100238,41, Private,180138, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Iran, >50K
100239,38, Local-gov,115076, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
100240,23, Private,115458, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
100241,40, Private,347890, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
100242,41, Self-emp-not-inc,196001, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
100243,24, State-gov,273905, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
100244,20, ?,119156, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K
100245,38, Private,179488, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,1741,40, United-States, <=50K
100246,56, Private,203580, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, ?, <=50K
100247,58, Private,236596, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, >50K
100248,32, Private,183916, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
100249,40, Private,207578, Assoc-acdm,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,60, United-States, >50K
100250,45, Private,153141, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, ?, <=50K
100251,41, Private,112763, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
100252,42, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
100253,59, Local-gov,171328, 10th,6, Widowed, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
100254,19, Local-gov,27382, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
100255,58, Private,259014, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
100256,42, Self-emp-not-inc,303044, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
100257,20, Private,117789, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
100258,32, Private,172579, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
100259,45, Private,187666, Assoc-voc,11, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
100260,50, Private,204518, 7th-8th,4, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
100261,36, Private,150042, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
100262,45, Private,98092, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
100263,17, Private,245918, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
100264,59, Private,146013, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,4064,0,40, United-States, <=50K
100265,26, Private,378322, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
100266,37, Self-emp-inc,257295, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,75, Thailand, >50K
100267,19, ?,218956, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,24, Canada, <=50K
100268,64, Private,21174, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
100269,33, Private,185480, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
100270,33, Private,222205, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
100271,61, Private,69867, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
100272,17, Private,191260, 9th,5, Never-married, Other-service, Own-child, White, Male,1055,0,24, United-States, <=50K
100273,50, Self-emp-not-inc,30653, Masters,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,2407,0,98, United-States, <=50K
100274,27, Local-gov,209109, Masters,14, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
100275,30, Private,70377, HS-grad,9, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
100276,43, Private,477983, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
100277,44, Private,170924, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
100278,35, Private,190174, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
100279,25, Private,193787, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
100280,24, Private,279472, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,7298,0,48, United-States, >50K
100281,22, Private,34918, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,15, Germany, <=50K
100282,42, Local-gov,97688, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
100283,34, Private,175413, Assoc-acdm,12, Divorced, Sales, Unmarried, Black, Female,0,0,45, United-States, <=50K
100284,60, Private,173960, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,42, United-States, <=50K
100285,21, Private,205759, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
100286,57, Federal-gov,425161, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, United-States, >50K
100287,41, Private,220531, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
100288,50, Private,176609, Some-college,10, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
100289,25, Private,371987, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
100290,50, Private,193884, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, <=50K
100291,36, Private,200352, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
100292,31, Private,127595, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
100293,29, Local-gov,220419, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
100294,21, Private,231931, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
100295,27, Private,248402, Bachelors,13, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
100296,65, Private,111095, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16, United-States, <=50K
100297,37, Self-emp-inc,57424, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
100298,39, ?,157443, Masters,14, Married-civ-spouse, ?, Wife, Asian-Pac-Islander, Female,3464,0,40, ?, <=50K
100299,24, Private,278130, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
100300,38, Private,169469, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
100301,48, Private,146268, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7688,0,40, United-States, >50K
100302,21, Private,153718, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
100303,31, Private,217460, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
100304,55, Private,238638, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,4386,0,40, United-States, >50K
100305,24, Private,303296, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
100306,43, Private,173321, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
100307,26, Private,193945, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
100308,46, Private,83082, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,33, United-States, <=50K
100309,35, Private,193815, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
100310,41, Self-emp-inc,34987, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
100311,26, Private,59306, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
100312,34, Private,142897, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,35, Taiwan, >50K
100313,19, ?,860348, Some-college,10, Never-married, ?, Own-child, Black, Female,0,0,25, United-States, <=50K
100314,36, Self-emp-not-inc,205607, Bachelors,13, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, >50K
100315,22, Private,199698, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
100316,24, Private,191954, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
100317,77, Self-emp-not-inc,138714, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
100318,22, Private,399087, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Mexico, <=50K
100319,29, Private,423158, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
100320,62, Private,159841, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
100321,39, Self-emp-not-inc,174308, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
100322,43, Private,50356, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1485,50, United-States, <=50K
100323,35, Private,186110, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
100324,29, Private,200381, 11th,7, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
100325,76, Self-emp-not-inc,174309, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,10, United-States, <=50K
100326,63, Self-emp-not-inc,78383, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
100327,23, ?,211601, Assoc-voc,11, Never-married, ?, Own-child, Black, Female,0,0,15, United-States, <=50K
100328,43, Private,187728, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1887,50, United-States, >50K
100329,58, Self-emp-not-inc,321171, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
100330,66, Private,127921, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,2050,0,55, United-States, <=50K
100331,41, Private,206565, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, <=50K
100332,26, Private,224563, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
100333,47, Private,178686, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
100334,55, Local-gov,98545, 10th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
100335,53, Private,242606, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
100336,17, Private,270942, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male,0,0,48, Mexico, <=50K
100337,30, Private,94235, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
100338,49, Private,71195, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
100339,19, Private,104112, HS-grad,9, Never-married, Sales, Unmarried, Black, Male,0,0,30, Haiti, <=50K
100340,45, Private,261192, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
100341,26, Private,94936, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
100342,38, Private,296478, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
100343,36, State-gov,119272, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
100344,33, Private,85043, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
100345,22, State-gov,293364, Some-college,10, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
100346,43, Self-emp-not-inc,241895, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
100347,67, ?,36135, 11th,7, Married-civ-spouse, ?, Husband, White, Male,0,0,8, United-States, <=50K
100348,30, ?,151989, Assoc-voc,11, Divorced, ?, Unmarried, White, Female,0,0,40, United-States, <=50K
100349,56, Private,101128, Assoc-acdm,12, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,25, Iran, <=50K
100350,31, Private,156464, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
100351,33, Private,117963, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
100352,26, Private,192262, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
100353,33, Private,111363, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
100354,46, Local-gov,329752, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
100355,59, ?,372020, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
100356,38, Federal-gov,95432, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
100357,65, Private,161400, 11th,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
100358,40, Private,96129, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
100359,42, Private,111949, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, United-States, <=50K
100360,26, Self-emp-not-inc,117125, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, <=50K
100361,36, Private,348022, 10th,6, Married-civ-spouse, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
100362,62, Private,270092, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
